,emoji,meanings_ru,synsets,synsets_names
76,😲,"['восхитительное лицо', 'пьяное лицо', 'газирование лица', 'шокированное лицо']","[""106579-N"", ""138167-N"", ""2149-N"", ""106579-N"", ""138167-N"", ""2149-N"", ""111435-N"", ""117660-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""НАСЫТИТЬ (НАПОЛНИТЬ В БОЛЬШОМ КОЛИЧЕСТВЕ)"", ""ГАЗИРОВАТЬ (НАСЫТИТЬ ГАЗОМ)"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""НАСЫТИТЬ (НАПОЛНИТЬ В БОЛЬШОМ КОЛИЧЕСТВЕ)"", ""ГАЗИРОВАТЬ (НАСЫТИТЬ ГАЗОМ)"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""НАСЫТИТЬ (НАПОЛНИТЬ В БОЛЬШОМ КОЛИЧЕСТВЕ)"", ""ГАЗИРОВАТЬ (НАСЫТИТЬ ГАЗОМ)"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""НАСЫТИТЬ (НАПОЛНИТЬ В БОЛЬШОМ КОЛИЧЕСТВЕ)"", ""ГАЗИРОВАТЬ (НАСЫТИТЬ ГАЗОМ)"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
77,😳,"['потопленное лицо', ':$', 'пышное лицо', 'смущен', 'стыд']","[""106579-N"", ""138167-N"", ""2149-N"", ""106579-N"", ""138167-N"", ""2149-N"", ""106446-N"", ""107216-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""ПОЗОР, СТЫД, БЕСЧЕСТЬЕ""]"
78,🥺,"['Приятное лицо', 'брызг', 'глянцевые глаза', 'просто']","[""106579-N"", ""138167-N"", ""2149-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
79,😦,"['жареный открытый рот', 'юбинг']","[""108890-A"", ""121963-A"", ""106768-A"", ""118520-A"", ""109980-N"", ""111118-N""]","[""ЕДА, ПИЩА"", ""ЖАРЕНОЕ БЛЮДО"", ""ЕДА, ПИЩА"", ""ЖАРЕНОЕ БЛЮДО"", ""СВОЙСТВО, ХАРАКТЕРИСТИКА"", ""ЯВНЫЙ, ОТКРЫТЫЙ, НЕСКРЫВАЕМЫЙ"", ""ЕДА, ПИЩА"", ""ЖАРЕНОЕ БЛЮДО"", ""СВОЙСТВО, ХАРАКТЕРИСТИКА"", ""ЯВНЫЙ, ОТКРЫТЫЙ, НЕСКРЫВАЕМЫЙ"", ""ПОЛОСТЬ ОРГАНИЗМА"", ""РОТОВАЯ ПОЛОСТЬ"", ""ЕДА, ПИЩА"", ""ЖАРЕНОЕ БЛЮДО"", ""СВОЙСТВО, ХАРАКТЕРИСТИКА"", ""ЯВНЫЙ, ОТКРЫТЫЙ, НЕСКРЫВАЕМЫЙ"", ""ПОЛОСТЬ ОРГАНИЗМА"", ""РОТОВАЯ ПОЛОСТЬ""]"
80,😧,"['агуишированное лицо', 'больное лицо']","[""106579-N"", ""138167-N"", ""2149-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
81,😨,"['страшное лицо', 'страшно', 'сюрприз']","[""106579-N"", ""138167-N"", ""2149-N"", ""137949-N"", ""9618-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""СЮРПРИЗ (НЕОЖИДАННЫЙ ПОДАРОК)"", ""ПОДАРОК""]"
82,😰,"['тревожный пот', 'голубое лицо', 'обеспокоенное лицо', 'нервное лицо']","[""106833-A"", ""106791-A"", ""110872-N"", ""110869-N"", ""106579-N"", ""138167-N"", ""2149-N"", ""106579-N"", ""138167-N"", ""2149-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ВОЛНЕНИЕ (ЧУВСТВО)"", ""ТРЕВОГА, БЕСПОКОЙСТВО"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
83,😥,"['печальное, но снятое лицо', 'eyebrow Пот']","[""106579-N"", ""138167-N"", ""2149-N"", ""110872-N"", ""110869-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА""]"
84,😢,"['плакать лицо', 'плач', 'слеза']","[""110719-V"", ""107196-V"", ""120904-V"", ""106579-N"", ""138167-N"", ""2149-N"", ""110453-N"", ""142062-N"", ""117132-N"", ""111674-N"", ""110869-N""]","[""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПЕТЬ (ИСПОЛНЯТЬ)"", ""ОБРЯДОВОЕ ПРИЧИТАНИЕ"", ""ПРИЧИТАТЬ (ПРИГОВАРИВАТЬ)"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПЕТЬ (ИСПОЛНЯТЬ)"", ""ОБРЯДОВОЕ ПРИЧИТАНИЕ"", ""ПРИЧИТАТЬ (ПРИГОВАРИВАТЬ)"", ""СЛЕЗА, СЛЕЗНАЯ ЖИДКОСТЬ"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА""]"
85,😭,"['громко плакать лицо', 'пилинг', 'плач', 'печальные слезы', 'саббинг']","[""110719-V"", ""107196-V"", ""120904-V"", ""106579-N"", ""138167-N"", ""2149-N"", ""110453-N"", ""142062-N"", ""117132-N""]","[""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПЕТЬ (ИСПОЛНЯТЬ)"", ""ОБРЯДОВОЕ ПРИЧИТАНИЕ"", ""ПРИЧИТАТЬ (ПРИГОВАРИВАТЬ)"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПЕТЬ (ИСПОЛНЯТЬ)"", ""ОБРЯДОВОЕ ПРИЧИТАНИЕ"", ""ПРИЧИТАТЬ (ПРИГОВАРИВАТЬ)"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПЕТЬ (ИСПОЛНЯТЬ)"", ""ОБРЯДОВОЕ ПРИЧИТАНИЕ"", ""ПРИЧИТАТЬ (ПРИГОВАРИВАТЬ)"", ""ЛИТЬ ЖИДКОСТЬ"", ""ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ"", ""ВЫСТУПИТЬ НАРУЖУ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПЕТЬ (ИСПОЛНЯТЬ)"", ""ОБРЯДОВОЕ ПРИЧИТАНИЕ"", ""ПРИЧИТАТЬ (ПРИГОВАРИВАТЬ)""]"
86,😱,"['лицо кричит в страхе', 'дома один', 'кричать', 'кричать лицо']","[""106579-N"", ""138167-N"", ""2149-N"", ""107094-V"", ""107105-V"", ""107094-V"", ""107105-V"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ"", ""КРИЧАТЬ, ГОВОРИТЬ ГРОМКО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ"", ""КРИЧАТЬ, ГОВОРИТЬ ГРОМКО"", ""ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ"", ""КРИЧАТЬ, ГОВОРИТЬ ГРОМКО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ"", ""КРИЧАТЬ, ГОВОРИТЬ ГРОМКО"", ""ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ"", ""КРИЧАТЬ, ГОВОРИТЬ ГРОМКО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
87,😖,"['глубокое лицо', 'требовательный рот', 'скрученное лицо']","[""106579-N"", ""138167-N"", ""2149-N"", ""106769-A"", ""118937-A"", ""109980-N"", ""111118-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ОТЛИЧИТЕЛЬНОЕ СВОЙСТВО"", ""ТРЕБОВАТЕЛЬНЫЙ, ВЗЫСКАТЕЛЬНЫЙ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ОТЛИЧИТЕЛЬНОЕ СВОЙСТВО"", ""ТРЕБОВАТЕЛЬНЫЙ, ВЗЫСКАТЕЛЬНЫЙ"", ""ПОЛОСТЬ ОРГАНИЗМА"", ""РОТОВАЯ ПОЛОСТЬ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ОТЛИЧИТЕЛЬНОЕ СВОЙСТВО"", ""ТРЕБОВАТЕЛЬНЫЙ, ВЗЫСКАТЕЛЬНЫЙ"", ""ПОЛОСТЬ ОРГАНИЗМА"", ""РОТОВАЯ ПОЛОСТЬ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ОТЛИЧИТЕЛЬНОЕ СВОЙСТВО"", ""ТРЕБОВАТЕЛЬНЫЙ, ВЗЫСКАТЕЛЬНЫЙ"", ""ПОЛОСТЬ ОРГАНИЗМА"", ""РОТОВАЯ ПОЛОСТЬ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
88,😣,"['настойчивое лицо', 'беспомощное лицо', 'скрученные глаза']","[""106579-N"", ""138167-N"", ""2149-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
89,😞,"['разочарованное лицо', ':(', 'печаль', 'Грусталь']","[""106579-N"", ""138167-N"", ""2149-N"", ""106661-N"", ""106651-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ГРУСТЬ"", ""ЧУВСТВО, ЭМОЦИЯ"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ГРУСТЬ"", ""ЧУВСТВО, ЭМОЦИЯ""]"
90,😓,"['downcast пот', 'тяжелая работа', 'печальный пот лицо']","[""110872-N"", ""110869-N"", ""153782-N"", ""106505-N"", ""118307-A"", ""106446-A"", ""110872-N"", ""110869-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ПОСТОЯННАЯ СУЩНОСТЬ"", ""ПРОДУКТ ТРУДА"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ПОСТОЯННАЯ СУЩНОСТЬ"", ""ПРОДУКТ ТРУДА"", ""ПЕЧАЛЬНЫЙ, ГРУСТНЫЙ"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ПОСТОЯННАЯ СУЩНОСТЬ"", ""ПРОДУКТ ТРУДА"", ""ПЕЧАЛЬНЫЙ, ГРУСТНЫЙ"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ПОСТОЯННАЯ СУЩНОСТЬ"", ""ПРОДУКТ ТРУДА"", ""ПЕЧАЛЬНЫЙ, ГРУСТНЫЙ"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""ПОТ (ВЫДЕЛЕНИЕ)"", ""ВЫДЕЛЕНИЯ ИЗ ОРГАНИЗМА"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
91,😩,"['weary лицо', 'развратное лицо', 'вилинг']","[""106579-N"", ""138167-N"", ""2149-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
